FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
217603	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217604	10		APC-A	hSECISBP2L	SLAN
217605	3	SSC	SSC-A	SSC	SSC-A
217605	13		Pacific Blue-A	hCD86	CD86
217605	14		Pacific Orange-A		VIVID
217605	15		Time		Time
217606	4	SSC	SSC-H	SSC	SSC-H
217606	6		PE-A	hCCR6	CCR6
217606	7		ECD-A	hPTPRC/iso:h6	CD45RA
217606	14		Pacific Orange-A		VIVID
217607	1		FSC-A		FSC-A
217607	10		APC-A	hSDC1	CD138
217608	4	SSC	SSC-H	SSC	SSC-H
217608	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217609	14		Pacific Orange-A		VIVID
217610	3	SSC	SSC-A	SSC	SSC-A
217610	5		FITC-A	hCXCR5	CXCR5
217610	14		Pacific Orange-A		VIVID
217612	5		FITC-A		CXC3CR1
217612	11		Alexa Fluor 700-A	hHLA-DRA	DR
217613	5		FITC-A		LIN-1
217613	8		PE-Cy5-A	hCD40	CD40
217614	2		FSC-H		FSC-H
217614	5		FITC-A	hCXCR5	CXCR5
217614	9		PE-Cy7-A	hICOS	ICOS
217614	11		Alexa Fluor 700-A	hCD3E	CD3
217614	14		Pacific Orange-A		VIVID
217615	2		FSC-H		FSC-H
217615	10		APC-A	hSDC1	CD138
217616	3	SSC	SSC-A	SSC	SSC-A
217616	9		PE-Cy7-A	hCCR7	CCR7
217616	15		Time		Time
217617	1		FSC-A		FSC-A
217617	2		FSC-H		FSC-H
217617	4	SSC	SSC-H	SSC	SSC-H
217618	4	SSC	SSC-H	SSC	SSC-H
217618	6		PE-A	hCCR6	CCR6
217618	10		APC-A	hCD8A	CD8
217619	15		Time		Time
217620	2		FSC-H		FSC-H
217621	1		FSC-A		FSC-A
217621	15		Time		Time
217622	7		ECD-A	hPTPRC/iso:h6	CD45RA
217623	8		PE-Cy5-A	hMS4A1	CD20
217624	7		ECD-A	hCD2	CD2
217624	15		Time		Time
217625	5		FITC-A		LIN-1
217625	6		PE-A	hCLEC4C	BDCA-2
217626	3	SSC	SSC-A	SSC	SSC-A
217626	7		ECD-A	hPTPRC/iso:h6	CD45RA
217626	15		Time		Time
217627	1		FSC-A		FSC-A
217627	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217627	12		APC-H7-A	hCD27	CD27
217628	1		FSC-A		FSC-A
217631	3	SSC	SSC-A	SSC	SSC-A
217631	7		ECD-A	hCD19	CD19
217631	9		PE-Cy7-A	hCD38	CD38
217631	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217628	15		Time		Time
217630	1		FSC-A		FSC-A
217630	8		PE-Cy5-A	hCXCR3	CXCR3
217632	6		PE-A	hCD14	CD14
217633	10		APC-A	hTHBD	BDCA-3
217633	12		APC-H7-A	hITGAX	CD11c
217634	2		FSC-H		FSC-H
217634	8		PE-Cy5-A	hCXCR3	CXCR3
217635	1		FSC-A		FSC-A
217635	4	SSC	SSC-H	SSC	SSC-H
217635	13		Pacific Blue-A	hCD86	CD86
217636	5		FITC-A		CXC3CR1
217636	11		Alexa Fluor 700-A	hHLA-DRA	DR
217640	3	SSC	SSC-A	SSC	SSC-A
217640	9		PE-Cy7-A	hCCR7	CCR7
217640	11		Alexa Fluor 700-A	hHLA-DRA	DR
217641	4	SSC	SSC-H	SSC	SSC-H
217642	1		FSC-A		FSC-A
217642	4	SSC	SSC-H	SSC	SSC-H
217642	15		Time		Time
217643	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217646	4	SSC	SSC-H	SSC	SSC-H
217646	7		ECD-A	hPTPRC/iso:h6	CD45RA
217646	8		PE-Cy5-A	hCXCR3	CXCR3
217646	13		Pacific Blue-A	hPDCD1	PD-1
217647	13		Pacific Blue-A	hCD86	CD86
217648	5		FITC-A		CXC3CR1
217648	13		Pacific Blue-A	hCD86	CD86
217650	2		FSC-H		FSC-H
217650	3	SSC	SSC-A	SSC	SSC-A
217650	7		ECD-A	hPTPRC/iso:h6	CD45RA
217652	2		FSC-H		FSC-H
217655	6		PE-A	hCD24	CD24
217656	11		Alexa Fluor 700-A	hHLA-DRA	DR
217657	4	SSC	SSC-H	SSC	SSC-H
217657	5		FITC-A		LIN-1
217657	7		ECD-A	hCD2	CD2
217657	10		APC-A	hTHBD	BDCA-3
217658	2		FSC-H		FSC-H
217658	5		FITC-A	hCXCR5	CXCR5
217658	7		ECD-A	hPTPRC/iso:h6	CD45RA
217661	14		Pacific Orange-A		VIVID
217658	14		Pacific Orange-A		VIVID
217658	15		Time		Time
217659	1		FSC-A		FSC-A
217659	4	SSC	SSC-H	SSC	SSC-H
217659	5		FITC-A	hIGHD	IgD
217660	10		APC-A	hSECISBP2L	SLAN
217660	13		Pacific Blue-A	hCD86	CD86
217662	15		Time		Time
217663	12		APC-H7-A	hCD27	CD27
217663	15		Time		Time
217664	7		ECD-A	hCD2	CD2
217664	9		PE-Cy7-A	hCCR7	CCR7
217665	3	SSC	SSC-A	SSC	SSC-A
217665	6		PE-A	hCLEC4C	BDCA-2
217665	12		APC-H7-A	hITGAX	CD11c
217666	1		FSC-A		FSC-A
217666	7		ECD-A	hPTPRC/iso:h6	CD45RA
217666	15		Time		Time
217667	2		FSC-H		FSC-H
217667	9		PE-Cy7-A	hCD38	CD38
217668	7		ECD-A	hCD2	CD2
217669	3	SSC	SSC-A	SSC	SSC-A
217669	6		PE-A	hCLEC4C	BDCA-2
217671	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217672	2		FSC-H		FSC-H
217672	8		PE-Cy5-A	hCD40	CD40
217674	3	SSC	SSC-A	SSC	SSC-A
217674	6		PE-A	hCCR6	CCR6
217674	9		PE-Cy7-A	hICOS	ICOS
217674	13		Pacific Blue-A	hPDCD1	PD-1
217675	6		PE-A	hCD24	CD24
217675	9		PE-Cy7-A	hCD38	CD38
217675	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217678	4	SSC	SSC-H	SSC	SSC-H
217678	13		Pacific Blue-A	hPDCD1	PD-1
217679	1		FSC-A		FSC-A
217679	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217680	8		PE-Cy5-A	hCD40	CD40
217681	2		FSC-H		FSC-H
217681	8		PE-Cy5-A	hCD40	CD40
217682	5		FITC-A	hCXCR5	CXCR5
217683	9		PE-Cy7-A	hCD38	CD38
217684	6		PE-A	hCD14	CD14
217684	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217685	4	SSC	SSC-H	SSC	SSC-H
217685	6		PE-A	hCLEC4C	BDCA-2
217685	8		PE-Cy5-A	hCD40	CD40
217685	10		APC-A	hTHBD	BDCA-3
217686	12		APC-H7-A	hCD4	CD4
217686	15		Time		Time
217687	1		FSC-A		FSC-A
217688	2		FSC-H		FSC-H
217688	8		PE-Cy5-A	hCD40	CD40
217691	15		Time		Time
217688	10		APC-A	hSECISBP2L	SLAN
217689	7		ECD-A	hCD2	CD2
217689	8		PE-Cy5-A	hCD40	CD40
217689	9		PE-Cy7-A	hCD1C	CD1c
217689	14		Pacific Orange-A		VIVID
217690	12		APC-H7-A	hCD4	CD4
217692	3	SSC	SSC-A	SSC	SSC-A
217692	11		Alexa Fluor 700-A	hHLA-DRA	DR
217693	6		PE-A	hCLEC4C	BDCA-2
217693	13		Pacific Blue-A	hCD86	CD86
217694	3	SSC	SSC-A	SSC	SSC-A
217694	5		FITC-A	hCXCR5	CXCR5
217694	15		Time		Time
217695	9		PE-Cy7-A	hCD38	CD38
217696	5		FITC-A		CXC3CR1
217696	6		PE-A	hCD14	CD14
217696	15		Time		Time
217697	3	SSC	SSC-A	SSC	SSC-A
217697	4	SSC	SSC-H	SSC	SSC-H
217697	5		FITC-A		LIN-1
217697	10		APC-A	hTHBD	BDCA-3
217697	12		APC-H7-A	hITGAX	CD11c
217698	13		Pacific Blue-A	hPDCD1	PD-1
217699	1		FSC-A		FSC-A
217699	5		FITC-A	hIGHD	IgD
217700	3	SSC	SSC-A	SSC	SSC-A
217700	7		ECD-A	hCD2	CD2
217700	13		Pacific Blue-A	hCD86	CD86
217700	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217701	12		APC-H7-A	hITGAX	CD11c
217702	5		FITC-A	hCXCR5	CXCR5
217702	8		PE-Cy5-A	hCXCR3	CXCR3
217702	11		Alexa Fluor 700-A	hCD3E	CD3
217702	12		APC-H7-A	hCD4	CD4
217704	8		PE-Cy5-A	hCD40	CD40
217704	11		Alexa Fluor 700-A	hHLA-DRA	DR
217705	6		PE-A	hCLEC4C	BDCA-2
217705	14		Pacific Orange-A		VIVID
217706	13		Pacific Blue-A	hPDCD1	PD-1
217707	5		FITC-A	hIGHD	IgD
217708	5		FITC-A		CXC3CR1
217708	13		Pacific Blue-A	hCD86	CD86
217709	15		Time		Time
217710	2		FSC-H		FSC-H
217711	1		FSC-A		FSC-A
217711	12		APC-H7-A	hCD27	CD27
217712	12		APC-H7-A	hFCGR3A	CD16
217712	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217713	14		Pacific Orange-A		VIVID
217713	15		Time		Time
217714	11		Alexa Fluor 700-A	hCD3E	CD3
217715	9		PE-Cy7-A	hCD38	CD38
217716	2		FSC-H		FSC-H
217717	4	SSC	SSC-H	SSC	SSC-H
217717	6		PE-A	hCLEC4C	BDCA-2
217717	12		APC-H7-A	hITGAX	CD11c
217721	11		Alexa Fluor 700-A	hHLA-DRA	DR
217718	10		APC-A	hCD8A	CD8
217719	3	SSC	SSC-A	SSC	SSC-A
217719	12		APC-H7-A	hCD27	CD27
217720	13		Pacific Blue-A	hCD86	CD86
217723	9		PE-Cy7-A	hCD38	CD38
217724	2		FSC-H		FSC-H
217724	13		Pacific Blue-A	hCD86	CD86
217725	3	SSC	SSC-A	SSC	SSC-A
217725	12		APC-H7-A	hITGAX	CD11c
217726	7		ECD-A	hPTPRC/iso:h6	CD45RA
217726	12		APC-H7-A	hCD4	CD4
217726	13		Pacific Blue-A	hPDCD1	PD-1
217726	15		Time		Time
217728	10		APC-A	hSECISBP2L	SLAN
217729	14		Pacific Orange-A		VIVID
217730	10		APC-A	hCD8A	CD8
217730	13		Pacific Blue-A	hPDCD1	PD-1
217730	15		Time		Time
217731	2		FSC-H		FSC-H
217732	2		FSC-H		FSC-H
217733	4	SSC	SSC-H	SSC	SSC-H
217733	8		PE-Cy5-A	hCD40	CD40
217733	14		Pacific Orange-A		VIVID
217734	3	SSC	SSC-A	SSC	SSC-A
217735	1		FSC-A		FSC-A
217736	4	SSC	SSC-H	SSC	SSC-H
217736	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217737	10		APC-A	hTHBD	BDCA-3
217738	8		PE-Cy5-A	hCXCR3	CXCR3
217738	10		APC-A	hCD8A	CD8
217738	11		Alexa Fluor 700-A	hCD3E	CD3
217740	4	SSC	SSC-H	SSC	SSC-H
217740	12		APC-H7-A	hFCGR3A	CD16
217742	9		PE-Cy7-A	hICOS	ICOS
217743	10		APC-A	hSDC1	CD138
217744	7		ECD-A	hCD2	CD2
217744	8		PE-Cy5-A	hCD40	CD40
217744	9		PE-Cy7-A	hCCR7	CCR7
217744	11		Alexa Fluor 700-A	hHLA-DRA	DR
217745	14		Pacific Orange-A		VIVID
217746	11		Alexa Fluor 700-A	hCD3E	CD3
217746	14		Pacific Orange-A		VIVID
217746	15		Time		Time
217747	12		APC-H7-A	hCD27	CD27
217747	15		Time		Time
217751	8		PE-Cy5-A	hMS4A1	CD20
217751	13		Pacific Blue-A	hCD86	CD86
217749	3	SSC	SSC-A	SSC	SSC-A
217749	9		PE-Cy7-A	hCD1C	CD1c
217752	6		PE-A	hCD14	CD14
217752	7		ECD-A	hCD2	CD2
217752	10		APC-A	hSECISBP2L	SLAN
217752	12		APC-H7-A	hFCGR3A	CD16
217753	13		Pacific Blue-A	hCD86	CD86
217754	5		FITC-A	hCXCR5	CXCR5
217754	15		Time		Time
217755	2		FSC-H		FSC-H
217755	9		PE-Cy7-A	hCD38	CD38
217755	12		APC-H7-A	hCD27	CD27
217757	1		FSC-A		FSC-A
217757	3	SSC	SSC-A	SSC	SSC-A
217757	8		PE-Cy5-A	hCD40	CD40
217757	15		Time		Time
217758	3	SSC	SSC-A	SSC	SSC-A
217758	15		Time		Time
217759	2		FSC-H		FSC-H
217759	6		PE-A	hCD24	CD24
217760	10		APC-A	hSECISBP2L	SLAN
217760	13		Pacific Blue-A	hCD86	CD86
217761	7		ECD-A	hCD2	CD2
217761	10		APC-A	hTHBD	BDCA-3
217762	8		PE-Cy5-A	hCXCR3	CXCR3
217762	12		APC-H7-A	hCD4	CD4
217763	3	SSC	SSC-A	SSC	SSC-A
217763	10		APC-A	hSDC1	CD138
217763	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217764	5		FITC-A		CXC3CR1
217765	3	SSC	SSC-A	SSC	SSC-A
217766	14		Pacific Orange-A		VIVID
217766	15		Time		Time
217767	5		FITC-A	hIGHD	IgD
217767	10		APC-A	hSDC1	CD138
217768	2		FSC-H		FSC-H
217768	8		PE-Cy5-A	hCD40	CD40
217769	9		PE-Cy7-A	hCD1C	CD1c
217770	6		PE-A	hCCR6	CCR6
217770	10		APC-A	hCD8A	CD8
217771	3	SSC	SSC-A	SSC	SSC-A
217771	8		PE-Cy5-A	hMS4A1	CD20
217771	10		APC-A	hSDC1	CD138
217771	12		APC-H7-A	hCD27	CD27
217773	1		FSC-A		FSC-A
217773	9		PE-Cy7-A	hCD1C	CD1c
217773	14		Pacific Orange-A		VIVID
217774	8		PE-Cy5-A	hCXCR3	CXCR3
217775	3	SSC	SSC-A	SSC	SSC-A
217775	4	SSC	SSC-H	SSC	SSC-H
217775	6		PE-A	hCD24	CD24
217775	10		APC-A	hSDC1	CD138
217775	12		APC-H7-A	hCD27	CD27
217775	15		Time		Time
217776	7		ECD-A	hCD2	CD2
217777	15		Time		Time
217781	1		FSC-A		FSC-A
217781	4	SSC	SSC-H	SSC	SSC-H
217781	7		ECD-A	hCD2	CD2
217778	7		ECD-A	hPTPRC/iso:h6	CD45RA
217778	9		PE-Cy7-A	hICOS	ICOS
217778	10		APC-A	hCD8A	CD8
217779	1		FSC-A		FSC-A
217779	13		Pacific Blue-A	hCD86	CD86
217780	3	SSC	SSC-A	SSC	SSC-A
217780	15		Time		Time
217783	4	SSC	SSC-H	SSC	SSC-H
217783	9		PE-Cy7-A	hCD38	CD38
217784	8		PE-Cy5-A	hCD40	CD40
217785	5		FITC-A		LIN-1
217785	7		ECD-A	hCD2	CD2
217785	11		Alexa Fluor 700-A	hHLA-DRA	DR
217786	12		APC-H7-A	hCD4	CD4
217787	8		PE-Cy5-A	hMS4A1	CD20
217788	7		ECD-A	hCD2	CD2
217788	11		Alexa Fluor 700-A	hHLA-DRA	DR
217788	12		APC-H7-A	hFCGR3A	CD16
217790	5		FITC-A	hCXCR5	CXCR5
217790	9		PE-Cy7-A	hICOS	ICOS
217792	7		ECD-A	hCD2	CD2
217792	11		Alexa Fluor 700-A	hHLA-DRA	DR
217792	13		Pacific Blue-A	hCD86	CD86
217793	2		FSC-H		FSC-H
217793	4	SSC	SSC-H	SSC	SSC-H
217793	5		FITC-A		LIN-1
217795	6		PE-A	hCD24	CD24
217795	10		APC-A	hSDC1	CD138
217796	9		PE-Cy7-A	hCCR7	CCR7
217796	13		Pacific Blue-A	hCD86	CD86
217797	10		APC-A	hTHBD	BDCA-3
217797	13		Pacific Blue-A	hCD86	CD86
217798	12		APC-H7-A	hCD4	CD4
217799	8		PE-Cy5-A	hMS4A1	CD20
217799	15		Time		Time
217800	9		PE-Cy7-A	hCCR7	CCR7
217801	4	SSC	SSC-H	SSC	SSC-H
217801	7		ECD-A	hCD2	CD2
217801	12		APC-H7-A	hITGAX	CD11c
217801	13		Pacific Blue-A	hCD86	CD86
217801	15		Time		Time
217802	5		FITC-A	hCXCR5	CXCR5
217803	8		PE-Cy5-A	hMS4A1	CD20
217803	10		APC-A	hSDC1	CD138
217804	2		FSC-H		FSC-H
217804	7		ECD-A	hCD2	CD2
217804	8		PE-Cy5-A	hCD40	CD40
217804	10		APC-A	hSECISBP2L	SLAN
217805	9		PE-Cy7-A	hCD1C	CD1c
217805	10		APC-A	hTHBD	BDCA-3
217805	12		APC-H7-A	hITGAX	CD11c
217806	3	SSC	SSC-A	SSC	SSC-A
217806	8		PE-Cy5-A	hCXCR3	CXCR3
217806	9		PE-Cy7-A	hICOS	ICOS
217806	10		APC-A	hCD8A	CD8
217806	11		Alexa Fluor 700-A	hCD3E	CD3
217807	4	SSC	SSC-H	SSC	SSC-H
217807	7		ECD-A	hCD19	CD19
217811	4	SSC	SSC-H	SSC	SSC-H
217811	6		PE-A	hCD24	CD24
217811	8		PE-Cy5-A	hMS4A1	CD20
217811	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217808	6		PE-A	hCD14	CD14
217809	4	SSC	SSC-H	SSC	SSC-H
217809	14		Pacific Orange-A		VIVID
217810	3	SSC	SSC-A	SSC	SSC-A
217810	6		PE-A	hCCR6	CCR6
217810	14		Pacific Orange-A		VIVID
217812	10		APC-A	hSECISBP2L	SLAN
217812	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217813	10		APC-A	hTHBD	BDCA-3
217814	9		PE-Cy7-A	hICOS	ICOS
217814	11		Alexa Fluor 700-A	hCD3E	CD3
217815	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217815	15		Time		Time
217816	11		Alexa Fluor 700-A	hHLA-DRA	DR
217817	1		FSC-A		FSC-A
217817	4	SSC	SSC-H	SSC	SSC-H
217817	11		Alexa Fluor 700-A	hHLA-DRA	DR
217818	2		FSC-H		FSC-H
217818	13		Pacific Blue-A	hPDCD1	PD-1
217819	2		FSC-H		FSC-H
217819	7		ECD-A	hCD19	CD19
217819	9		PE-Cy7-A	hCD38	CD38
217820	7		ECD-A	hCD2	CD2
217820	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217821	7		ECD-A	hCD2	CD2
217822	5		FITC-A	hCXCR5	CXCR5
217822	9		PE-Cy7-A	hICOS	ICOS
217822	12		APC-H7-A	hCD4	CD4
217822	13		Pacific Blue-A	hPDCD1	PD-1
217823	6		PE-A	hCD24	CD24
217823	7		ECD-A	hCD19	CD19
217823	10		APC-A	hSDC1	CD138
217824	4	SSC	SSC-H	SSC	SSC-H
217824	5		FITC-A		CXC3CR1
217824	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217824	15		Time		Time
217825	8		PE-Cy5-A	hCD40	CD40
217825	13		Pacific Blue-A	hCD86	CD86
217826	1		FSC-A		FSC-A
217826	5		FITC-A	hCXCR5	CXCR5
217826	8		PE-Cy5-A	hCXCR3	CXCR3
217826	9		PE-Cy7-A	hICOS	ICOS
217826	10		APC-A	hCD8A	CD8
217827	5		FITC-A	hIGHD	IgD
217827	6		PE-A	hCD24	CD24
217827	7		ECD-A	hCD19	CD19
217828	13		Pacific Blue-A	hCD86	CD86
217829	5		FITC-A		LIN-1
217829	7		ECD-A	hCD2	CD2
217829	9		PE-Cy7-A	hCD1C	CD1c
217830	15		Time		Time
217832	1		FSC-A		FSC-A
217832	4	SSC	SSC-H	SSC	SSC-H
217832	10		APC-A	hSECISBP2L	SLAN
217832	11		Alexa Fluor 700-A	hHLA-DRA	DR
217833	6		PE-A	hCLEC4C	BDCA-2
217834	14		Pacific Orange-A		VIVID
217835	2		FSC-H		FSC-H
217835	7		ECD-A	hCD19	CD19
217836	1		FSC-A		FSC-A
217836	4	SSC	SSC-H	SSC	SSC-H
217836	6		PE-A	hCD14	CD14
217837	5		FITC-A		LIN-1
217837	9		PE-Cy7-A	hCD1C	CD1c
217838	5		FITC-A	hCXCR5	CXCR5
217838	14		Pacific Orange-A		VIVID
217839	5		FITC-A	hIGHD	IgD
217839	8		PE-Cy5-A	hMS4A1	CD20
217839	10		APC-A	hSDC1	CD138
217839	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217839	13		Pacific Blue-A	hCD86	CD86
217840	2		FSC-H		FSC-H
217840	8		PE-Cy5-A	hCD40	CD40
217842	1		FSC-A		FSC-A
217842	15		Time		Time
217843	3	SSC	SSC-A	SSC	SSC-A
217843	6		PE-A	hCD24	CD24
217844	9		PE-Cy7-A	hCCR7	CCR7
217844	15		Time		Time
217845	2		FSC-H		FSC-H
217846	5		FITC-A	hCXCR5	CXCR5
217846	10		APC-A	hCD8A	CD8
217847	2		FSC-H		FSC-H
217847	12		APC-H7-A	hCD27	CD27
217848	6		PE-A	hCD14	CD14
217848	7		ECD-A	hCD2	CD2
217848	10		APC-A	hSECISBP2L	SLAN
217848	12		APC-H7-A	hFCGR3A	CD16
217848	13		Pacific Blue-A	hCD86	CD86
217849	3	SSC	SSC-A	SSC	SSC-A
217849	14		Pacific Orange-A		VIVID
217849	15		Time		Time
217850	4	SSC	SSC-H	SSC	SSC-H
217850	7		ECD-A	hPTPRC/iso:h6	CD45RA
217850	9		PE-Cy7-A	hICOS	ICOS
217850	10		APC-A	hCD8A	CD8
217852	9		PE-Cy7-A	hCCR7	CCR7
217852	10		APC-A	hSECISBP2L	SLAN
217852	12		APC-H7-A	hFCGR3A	CD16
217854	3	SSC	SSC-A	SSC	SSC-A
217854	10		APC-A	hCD8A	CD8
217855	1		FSC-A		FSC-A
217856	6		PE-A	hCD14	CD14
217857	4	SSC	SSC-H	SSC	SSC-H
217857	6		PE-A	hCLEC4C	BDCA-2
217857	11		Alexa Fluor 700-A	hHLA-DRA	DR
217857	15		Time		Time
217858	3	SSC	SSC-A	SSC	SSC-A
217858	14		Pacific Orange-A		VIVID
217859	3	SSC	SSC-A	SSC	SSC-A
217859	9		PE-Cy7-A	hCD38	CD38
217859	10		APC-A	hSDC1	CD138
217859	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217859	14		Pacific Orange-A		VIVID
217860	1		FSC-A		FSC-A
217860	15		Time		Time
217861	8		PE-Cy5-A	hCD40	CD40
217861	15		Time		Time
217862	3	SSC	SSC-A	SSC	SSC-A
217862	9		PE-Cy7-A	hICOS	ICOS
217862	15		Time		Time
217865	15		Time		Time
217866	7		ECD-A	hPTPRC/iso:h6	CD45RA
217866	9		PE-Cy7-A	hICOS	ICOS
217866	13		Pacific Blue-A	hPDCD1	PD-1
217867	8		PE-Cy5-A	hMS4A1	CD20
217870	12		APC-H7-A	hCD4	CD4
217870	15		Time		Time
217868	3	SSC	SSC-A	SSC	SSC-A
217868	7		ECD-A	hCD2	CD2
217869	7		ECD-A	hCD2	CD2
217869	8		PE-Cy5-A	hCD40	CD40
217869	10		APC-A	hTHBD	BDCA-3
217869	14		Pacific Orange-A		VIVID
217869	15		Time		Time
217871	13		Pacific Blue-A	hCD86	CD86
217873	9		PE-Cy7-A	hCD1C	CD1c
217874	6		PE-A	hCCR6	CCR6
217874	10		APC-A	hCD8A	CD8
217874	14		Pacific Orange-A		VIVID
217874	15		Time		Time
217875	4	SSC	SSC-H	SSC	SSC-H
217875	13		Pacific Blue-A	hCD86	CD86
217876	3	SSC	SSC-A	SSC	SSC-A
217876	4	SSC	SSC-H	SSC	SSC-H
217876	11		Alexa Fluor 700-A	hHLA-DRA	DR
217877	3	SSC	SSC-A	SSC	SSC-A
217877	7		ECD-A	hCD2	CD2
217878	3	SSC	SSC-A	SSC	SSC-A
217878	9		PE-Cy7-A	hICOS	ICOS
217879	1		FSC-A		FSC-A
217879	9		PE-Cy7-A	hCD38	CD38
217879	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217879	13		Pacific Blue-A	hCD86	CD86
217879	14		Pacific Orange-A		VIVID
217880	2		FSC-H		FSC-H
217880	13		Pacific Blue-A	hCD86	CD86
217880	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217881	4	SSC	SSC-H	SSC	SSC-H
217882	2		FSC-H		FSC-H
217882	10		APC-A	hCD8A	CD8
217882	11		Alexa Fluor 700-A	hCD3E	CD3
217882	12		APC-H7-A	hCD4	CD4
217883	1		FSC-A		FSC-A
217883	2		FSC-H		FSC-H
217884	3	SSC	SSC-A	SSC	SSC-A
217885	3	SSC	SSC-A	SSC	SSC-A
217885	8		PE-Cy5-A	hCD40	CD40
217887	3	SSC	SSC-A	SSC	SSC-A
217888	3	SSC	SSC-A	SSC	SSC-A
217888	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217889	5		FITC-A		LIN-1
217889	11		Alexa Fluor 700-A	hHLA-DRA	DR
217890	3	SSC	SSC-A	SSC	SSC-A
217890	4	SSC	SSC-H	SSC	SSC-H
217890	12		APC-H7-A	hCD4	CD4
217890	13		Pacific Blue-A	hPDCD1	PD-1
217891	5		FITC-A	hIGHD	IgD
217891	12		APC-H7-A	hCD27	CD27
217892	1		FSC-A		FSC-A
217892	5		FITC-A		CXC3CR1
217892	7		ECD-A	hCD2	CD2
217893	3	SSC	SSC-A	SSC	SSC-A
217893	6		PE-A	hCLEC4C	BDCA-2
217893	10		APC-A	hTHBD	BDCA-3
217894	10		APC-A	hCD8A	CD8
217894	14		Pacific Orange-A		VIVID
217895	6		PE-A	hCD24	CD24
217895	7		ECD-A	hCD19	CD19
217895	14		Pacific Orange-A		VIVID
217896	5		FITC-A		CXC3CR1
217897	2		FSC-H		FSC-H
217897	3	SSC	SSC-A	SSC	SSC-A
217897	6		PE-A	hCLEC4C	BDCA-2
217897	10		APC-A	hTHBD	BDCA-3
217900	6		PE-A	hCD14	CD14
217900	12		APC-H7-A	hFCGR3A	CD16
217900	11		Alexa Fluor 700-A	hHLA-DRA	DR
217900	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217897	14		Pacific Orange-A		VIVID
217898	12		APC-H7-A	hCD4	CD4
217899	4	SSC	SSC-H	SSC	SSC-H
217902	5		FITC-A	hCXCR5	CXCR5
217902	7		ECD-A	hPTPRC/iso:h6	CD45RA
217903	1		FSC-A		FSC-A
217903	4	SSC	SSC-H	SSC	SSC-H
217903	10		APC-A	hSDC1	CD138
217904	3	SSC	SSC-A	SSC	SSC-A
217904	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217905	13		Pacific Blue-A	hCD86	CD86
217908	3	SSC	SSC-A	SSC	SSC-A
217908	13		Pacific Blue-A	hCD86	CD86
217909	13		Pacific Blue-A	hCD86	CD86
217910	6		PE-A	hCCR6	CCR6
217910	10		APC-A	hCD8A	CD8
217910	14		Pacific Orange-A		VIVID
217911	2		FSC-H		FSC-H
217911	3	SSC	SSC-A	SSC	SSC-A
217911	7		ECD-A	hCD19	CD19
217912	1		FSC-A		FSC-A
217912	13		Pacific Blue-A	hCD86	CD86
217913	2		FSC-H		FSC-H
217913	3	SSC	SSC-A	SSC	SSC-A
217914	4	SSC	SSC-H	SSC	SSC-H
217914	6		PE-A	hCCR6	CCR6
217914	7		ECD-A	hPTPRC/iso:h6	CD45RA
217915	7		ECD-A	hCD19	CD19
217915	13		Pacific Blue-A	hCD86	CD86
217916	2		FSC-H		FSC-H
217917	6		PE-A	hCLEC4C	BDCA-2
217918	5		FITC-A	hCXCR5	CXCR5
217918	12		APC-H7-A	hCD4	CD4
217919	10		APC-A	hSDC1	CD138
217920	9		PE-Cy7-A	hCCR7	CCR7
217921	13		Pacific Blue-A	hCD86	CD86
