FILE_DETAILS_ID	REPORTED_MD5	GENERATED_MD5	STUDY_ACCESSION	FILESIZE_BYTES	FILE_TYPE	FILE_ACCESSION	FILE_NAME	PATH	DATE_FILE_UPDATED	AI_GENERATED_KEYWORDS	AI_GENERATED_SUMMARY	FILE_UUID	DRS_OBJECT_CREATED	WORKSPACE_ID
345700		784e058eac2bfc1e3a64d335dce9339b	SDY89	4160680	result_file	570997	009_V6_41712_Tube_001.570997.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V6_41712_Tube_001.570997.fcs	2017-04-13 15:56:39			add54c25-7df6-4f86-8c48-b1db7c648c3b	Y	2799
345701		4da333cb2ec1bb6c022c013b967810cb	SDY89	8364105	result_file	570998	009_V6_41712_Tube_002.570998.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V6_41712_Tube_002.570998.fcs	2017-04-13 15:56:39			1c16c3bf-40b6-41db-ae79-160a5f10129d	Y	2799
345702		10d1840e1522ff0ba5af66ee8caa7575	SDY89	8038034	result_file	570999	009_V6_41712_Tube_003.570999.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V6_41712_Tube_003.570999.fcs	2017-04-13 15:56:39			9e8a04ab-6089-4fd1-9ed7-f0d3c877a7c7	Y	2799
345703		a6f7e0e3d15dd90a8b4e089114bf8e99	SDY89	7228623	result_file	571000	009_V6_41712_Tube_004.571000.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V6_41712_Tube_004.571000.fcs	2017-04-13 15:56:39			23097c0a-c9da-4732-803d-d026a04b1a21	Y	2799
345704		6f25d63e39a45439edff3dd1f3340d33	SDY89	2993262	result_file	571001	009_V7_41712_Tube_001.571001.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V7_41712_Tube_001.571001.fcs	2017-04-13 15:56:39			90dc0185-69e9-4de3-9cbc-8addf2c622f0	Y	2799
345705		d343b762a5cabe0e9d6303cbaa053795	SDY89	4313276	result_file	571002	009_V7_41712_Tube_002.571002.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V7_41712_Tube_002.571002.fcs	2017-04-13 15:56:39			4a110197-ae9f-4b8a-b877-6090423c84be	Y	2799
345706		cf32fa8f1ce32b871bbb9ff5097858d5	SDY89	4267518	result_file	571003	009_V7_41712_Tube_003.571003.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V7_41712_Tube_003.571003.fcs	2017-04-13 15:56:39			4bd33412-b98c-495d-9f1e-e5039fcbecda	Y	2799
345707		98ba988fb5317ef2832a42b94a0a6e82	SDY89	4419833	result_file	571004	009_V7_41712_Tube_004.571004.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V7_41712_Tube_004.571004.fcs	2017-04-13 15:56:39			1b50d6a3-622c-4892-9fa4-515372d42e13	Y	2799
345708		ee8737d55e69914b4d5db04c4ecc7ea0	SDY89	17639258	result_file	571005	009_V8_41712_Tube_001.571005.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V8_41712_Tube_001.571005.fcs	2017-04-13 15:56:39			b8b89804-855e-43d6-a560-8f5dbde4a38d	Y	2799
345709		4118a671127b5ac1ee35f9e2141759fe	SDY89	5015335	result_file	571006	009_V8_41712_Tube_002.571006.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V8_41712_Tube_002.571006.fcs	2017-04-13 15:56:39			f15687b7-a0a6-494e-b609-7578f28bf1eb	Y	2799
345710		9698402545b7ca1776ea45bf71ec1b1e	SDY89	12186435	result_file	571007	009_V8_41712_Tube_003.571007.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V8_41712_Tube_003.571007.fcs	2017-04-13 15:56:39			1c5f1d40-5094-4b6e-b913-795ba2718c17	Y	2799
345711		e05dfc3e403b90adc0f7f08b7a051d73	SDY89	12457082	result_file	571008	009_V8_41712_Tube_004.571008.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V8_41712_Tube_004.571008.fcs	2017-04-13 15:56:39			2f894f0a-eecd-44ef-9137-99df9f948095	Y	2799
345712		13c7aed89d52a86658021d83b7f09db8	SDY89	17497398	result_file	571009	012_V1_041812_Tube_001.571009.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V1_041812_Tube_001.571009.fcs	2017-04-13 15:56:39			1e475549-884b-4575-bb39-b40aeb5c98a5	Y	2799
345713		1df16a58404546289447fb74a16d3afc	SDY89	19356363	result_file	571028	012_V1_041812_Tube_002.571028.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V1_041812_Tube_002.571028.fcs	2017-04-13 15:56:39			de9f7886-7692-4c51-b7ff-fcc4f5e48e9a	Y	2799
345714		b670bbf790b1b12551a4039da823ac44	SDY89	26803760	result_file	571029	012_V1_041812_Tube_003.571029.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V1_041812_Tube_003.571029.fcs	2017-04-13 15:56:39			68cb9007-edaa-45c4-972b-1c0b151b9780	Y	2799
345715		9fefd166648f833aeb80e55e02f3258f	SDY89	18401608	result_file	571030	012_V1_041812_Tube_004.571030.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V1_041812_Tube_004.571030.fcs	2017-04-13 15:56:39			b48b7d28-2da4-404b-91cc-1ecb8e3623b9	Y	2799
345716		98deeac8ca9ccd88361c020a37b8cb2a	SDY89	22396217	result_file	571031	012_V2_41812_Tube_001.571031.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V2_41812_Tube_001.571031.fcs	2017-04-13 15:56:39			262a4156-4d14-4468-b4c3-58ab7799a0b7	Y	2799
345717		0c58e04ab0cb494db6cf23ec7b9a3ad1	SDY89	25958704	result_file	571032	012_V2_41812_Tube_002.571032.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V2_41812_Tube_002.571032.fcs	2017-04-13 15:56:39			3a8adf21-d51c-4737-882b-f2e0d472777c	Y	2799
345718		6b08062075c9c797d5fffc52cb0b47e0	SDY89	33434421	result_file	571033	012_V2_41812_Tube_003.571033.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V2_41812_Tube_003.571033.fcs	2017-04-13 15:56:39			2980be58-4c87-4828-873a-d9847addc63d	Y	2799
345719		cd68a561616d01dc79a79d4c37f22f5e	SDY89	26721870	result_file	571034	012_V2_41812_Tube_004.571034.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V2_41812_Tube_004.571034.fcs	2017-04-13 15:56:39			e2185854-f0ef-4ddb-9213-5a2e52fee4b6	Y	2799
345720		60a16b669f0bdbedd645648fd385c7f6	SDY89	13172719	result_file	571035	012_V3_41812_Tube_001.571035.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V3_41812_Tube_001.571035.fcs	2017-04-13 15:56:39			6d67ad24-53fa-4132-b7d8-1c1977f317b0	Y	2799
345721		04cdb7e94dbd6d861109bacc5b40874f	SDY89	36036906	result_file	571036	012_V3_41812_Tube_002.571036.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V3_41812_Tube_002.571036.fcs	2017-04-13 15:56:39			8267853a-3a81-4250-94ab-8037df1d592a	Y	2799
345722		79cfe74965794926759201155163af53	SDY89	57061879	result_file	571037	012_V3_41812_Tube_003.571037.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V3_41812_Tube_003.571037.fcs	2017-04-13 15:56:39			68097cbe-a04e-4b77-933f-53d1ba11b918	Y	2799
345723		7dcff3a11e884789a8c11f3257df7ab7	SDY89	29885366	result_file	571038	012_V3_41812_Tube_004.571038.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V3_41812_Tube_004.571038.fcs	2017-04-13 15:56:39			f0c1ed51-63c1-47a9-8a27-152cb6250b3d	Y	2799
345724		637ae03dbd5aad91a3278d40cf15db3d	SDY89	18833356	result_file	571039	012_V4_41812_Tube_001.571039.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V4_41812_Tube_001.571039.fcs	2017-04-13 15:56:39			6edbe133-41e8-4d56-837a-48f8a16b1377	Y	2799
345725		e12cab40f30a697b2085e07a9f044198	SDY89	22553645	result_file	571040	012_V4_41812_Tube_002.571040.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V4_41812_Tube_002.571040.fcs	2017-04-13 15:56:39			d16bb82d-6fcf-468f-968c-0e6c7e3c1fd4	Y	2799
345726		6c814035063b48e3f4a3d0372e5c877a	SDY89	19730840	result_file	571041	012_V4_41812_Tube_003.571041.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V4_41812_Tube_003.571041.fcs	2017-04-13 15:56:39			7f31f608-a2af-4ff3-91f4-dbaaa67d1fc1	Y	2799
345727		e624bc6f07b13a2940d4bc1295e319cc	SDY89	17884708	result_file	571042	012_V4_41812_Tube_004.571042.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V4_41812_Tube_004.571042.fcs	2017-04-13 15:56:39			9ba8de99-ad9e-43f6-a22e-a110fea4919c	Y	2799
345728		c30d7b682d48d43485f860ee59f64b39	SDY89	17845036	result_file	571043	012_V5_41812_Tube_001.571043.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V5_41812_Tube_001.571043.fcs	2017-04-13 15:56:39			f62e2ed0-fcf3-47e1-9de6-5f5f30dea6c8	Y	2799
345729		ad33eba62cc62b63792f6956bdeadb58	SDY89	24168426	result_file	571044	012_V5_41812_Tube_002.571044.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V5_41812_Tube_002.571044.fcs	2017-04-13 15:56:39			fc8a11a6-4327-4e8c-bff8-8a39a4edd6aa	Y	2799
345730		907a5ec4e1777bf951b3ff6168e8b310	SDY89	41418921	result_file	571045	012_V5_41812_Tube_003.571045.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V5_41812_Tube_003.571045.fcs	2017-04-13 15:56:39			8de6baf4-582a-43f6-a75a-507d6e2594b7	Y	2799
345731		aff8c743edefb56e1e6f5a2423d85fdc	SDY89	17826327	result_file	571046	012_V5_41812_Tube_004.571046.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V5_41812_Tube_004.571046.fcs	2017-04-13 15:56:39			e9fabbf3-9b11-4919-a122-8c904cb910f2	Y	2799
345732		d6a556958ba1e2a7960f0bd3165cbe4c	SDY89	15410116	result_file	571047	012_V6_41812_Tube_001.571047.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V6_41812_Tube_001.571047.fcs	2017-04-13 15:56:39			eec6dec0-a6f2-4e88-9f75-869c8622b432	Y	2799
345733		88259bd383080d71af3927759b2313fa	SDY89	17773803	result_file	571048	012_V6_41812_Tube_002.571048.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V6_41812_Tube_002.571048.fcs	2017-04-13 15:56:39			705cb932-450d-4d77-9f72-5ff16d48810c	Y	2799
345734		1477d82b216232798992a2b16245e18e	SDY89	35053521	result_file	571049	012_V6_41812_Tube_003.571049.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V6_41812_Tube_003.571049.fcs	2017-04-13 15:56:39			e885d11b-a489-4b61-b34a-e71bd5209030	Y	2799
345735		68db13315e0fa5986a6f8fa67d6669b9	SDY89	14929469	result_file	571050	012_V6_41812_Tube_004.571050.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V6_41812_Tube_004.571050.fcs	2017-04-13 15:56:39			40740169-d508-4af9-9544-78b9028762bf	Y	2799
345736		26992c3b0caf5405e7d99420a1a70666	SDY89	17242577	result_file	571051	012_V7_41812_Tube_001.571051.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V7_41812_Tube_001.571051.fcs	2017-04-13 15:56:39			39718d00-344c-4121-83cb-628a9d3bc226	Y	2799
345737		c0171dcafb92e8ea55b017d5374ae428	SDY89	17498945	result_file	571052	012_V7_41812_Tube_002.571052.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V7_41812_Tube_002.571052.fcs	2017-04-13 15:56:39			d74e54e7-c32c-44a0-9eb1-f82f917ddec5	Y	2799
345738		7f18962d5aa4046eb3e33b1719e12d3a	SDY89	33902961	result_file	571053	012_V7_41812_Tube_003.571053.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V7_41812_Tube_003.571053.fcs	2017-04-13 15:56:39			ab19e3d6-d686-4cac-a0de-3311a054253d	Y	2799
345739		f4ee3624604ae233b06ca85b0c6b3a8e	SDY89	17024248	result_file	571054	012_V7_41812_Tube_004.571054.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V7_41812_Tube_004.571054.fcs	2017-04-13 15:56:39			d7dd5f57-1b0d-4467-b6b4-abc8ef0cbe7d	Y	2799
345740		4b6df44e47c6c5decd0ee463517556c4	SDY89	15000259	result_file	571055	012_V8_41812_Tube_001.571055.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V8_41812_Tube_001.571055.fcs	2017-04-13 15:56:39			71dba81b-d5bc-414c-bf88-33a4627ad000	Y	2799
345741		d8a9f16cbd556d93936c4fbaa4826059	SDY89	13401603	result_file	571056	012_V8_41812_Tube_002.571056.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V8_41812_Tube_002.571056.fcs	2017-04-13 15:56:39			e1903048-26c0-4340-b924-35c2f306ba4b	Y	2799
345742		421816cbfa00b1b5f143e8679875d3a9	SDY89	34038139	result_file	571057	012_V8_41812_Tube_003.571057.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V8_41812_Tube_003.571057.fcs	2017-04-13 15:56:39			33de9cb4-5ed4-4bfa-b71a-e056902cad93	Y	2799
345743		53fd397d3974c8b6fcee24f7ba810e8b	SDY89	16089809	result_file	571058	012_V8_41812_Tube_004.571058.fcs	SDY89/ResultFiles/Flow_cytometry_result/012_V8_41812_Tube_004.571058.fcs	2017-04-13 15:56:39			1d85e02a-4d1f-47c5-9974-94896d03ff4b	Y	2799
345744		6f32de4bfe8522c10fa320d68b29abb4	SDY89	17327906	result_file	571059	013_V1_051812_B cell.571059.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V1_051812_B cell.571059.fcs	2017-04-13 15:56:39			692bfebf-9910-41d3-af2f-3c8c1bc677d7	Y	2799
345745		a112c41bf22fdabeb0018eff95b96f37	SDY89	33891922	result_file	571080	013_V1_051812_DC.571080.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V1_051812_DC.571080.fcs	2017-04-13 15:56:39			5a204ab9-04db-48fc-a9cf-3b509a103925	Y	2799
345746		6d4a0d6763615ff3267ca4d7bb9e01bf	SDY89	30982650	result_file	571079	013_V1_051812_Mono.571079.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V1_051812_Mono.571079.fcs	2017-04-13 15:56:39			22b1cf91-aa3d-4e6d-9c18-eb8e9d51304c	Y	2799
345747		3f494e9712f21b15747a512191c628fd	SDY89	20741360	result_file	571081	013_V1_051812_TFH.571081.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V1_051812_TFH.571081.fcs	2017-04-13 15:56:39			7d333acb-d798-4cc6-ad2a-19ed1f54c2e5	Y	2799
345748		8ff7b28627fea44643b4ebc36b94997c	SDY89	22059148	result_file	571082	013_V2_051812_Tube_001.571082.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V2_051812_Tube_001.571082.fcs	2017-04-13 15:56:39			b5e6132c-3b43-46e2-9663-8794eef183be	Y	2799
345749		04176dbe37505dea55cdffcc49668859	SDY89	53954913	result_file	571083	013_V2_051812_Tube_002.571083.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V2_051812_Tube_002.571083.fcs	2017-04-13 15:56:39			ccaf2f52-f738-4621-8dff-8e996fe7d6be	Y	2799
345750		1f8b101d9edfdc5f3298447514fea29b	SDY89	54429869	result_file	571084	013_V2_051812_Tube_003.571084.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V2_051812_Tube_003.571084.fcs	2017-04-13 15:56:39			b94d9884-521d-4616-b8dd-febecd048b78	Y	2799
345751		98def4b884b04fd254981fa41a823fee	SDY89	27589465	result_file	571085	013_V2_051812_Tube_004.571085.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V2_051812_Tube_004.571085.fcs	2017-04-13 15:56:39			e3ced045-4ade-4797-8c24-c68b0a5ee96d	Y	2799
345752		74b3d5407f0b6c0c0914088037ff5867	SDY89	32752948	result_file	571086	013_V3_051812_Tube_001.571086.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V3_051812_Tube_001.571086.fcs	2017-04-13 15:56:39			2f1ee7fc-f2f9-46b1-a7fe-0e04e900bb2b	Y	2799
345753		d08dd8dd4973aa5ef2795646bc176ac1	SDY89	76117112	result_file	571087	013_V3_051812_Tube_002.571087.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V3_051812_Tube_002.571087.fcs	2017-04-13 15:56:39			80c306c9-5e48-4b50-8441-140bbdb54e43	Y	2799
345754		0052a9de7a6dbbfca2f7bfff2ecf98ee	SDY89	69625829	result_file	571088	013_V3_051812_Tube_003.571088.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V3_051812_Tube_003.571088.fcs	2017-04-13 15:56:39			da212906-f6b9-4e10-bbe4-139e226b4899	Y	2799
345755		ab513570cbcd564560aa3e148fac01ab	SDY89	24813624	result_file	571089	013_V3_051812_Tube_004.571089.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V3_051812_Tube_004.571089.fcs	2017-04-13 15:56:39			6a0bbd73-58c3-4009-8b4b-f6d85c301fce	Y	2799
345756		b947bade87d49ef4b8109bf2b129846e	SDY89	18846328	result_file	571090	013_V4_051812_Tube_001.571090.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V4_051812_Tube_001.571090.fcs	2017-04-13 15:56:39			3f028fd7-2113-479a-b3e5-eb788e38e9b4	Y	2799
345757		8ccd3586d9738df2ea0412a1d53a0207	SDY89	41632054	result_file	571091	013_V4_051812_Tube_002.571091.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V4_051812_Tube_002.571091.fcs	2017-04-13 15:56:39			7a72d95a-ddc6-46cf-a652-a420861f6731	Y	2799
345758		4ac57734e5a0fe05ee04167dac9fd58e	SDY89	39931527	result_file	571092	013_V4_051812_Tube_003.571092.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V4_051812_Tube_003.571092.fcs	2017-04-13 15:56:39			3d3a5399-b3c1-4a7d-8bd2-716a67a14db3	Y	2799
345759		f211694247bc1aae3c1ae7796247ccf8	SDY89	14624065	result_file	571093	013_V4_051812_Tube_004.571093.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V4_051812_Tube_004.571093.fcs	2017-04-13 15:56:39			ec890f5d-2327-4de3-a79b-417c573db50d	Y	2799
345760		bdd92d3e3045775c9ff5b352b32b1024	SDY89	21653608	result_file	571094	013_V5_051812_Tube_001.571094.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V5_051812_Tube_001.571094.fcs	2017-04-13 15:56:39			afa62e42-08a5-4885-a7ec-4ea6c042f494	Y	2799
345761		841109ee85d6c59215c79e01ae12ee51	SDY89	51539434	result_file	571095	013_V5_051812_Tube_002.571095.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V5_051812_Tube_002.571095.fcs	2017-04-13 15:56:39			503cd938-4de0-4b8d-87ee-6311597de12e	Y	2799
345762		d047052cb6f39198b62d375db196ed1c	SDY89	37486350	result_file	571096	013_V5_051812_Tube_003.571096.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V5_051812_Tube_003.571096.fcs	2017-04-13 15:56:39			02b4bee3-d8c4-469b-961c-b3367fc4a884	Y	2799
345763		7ca82d626b9e075aaf877663493e822d	SDY89	24448767	result_file	571097	013_V5_051812_Tube_004.571097.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V5_051812_Tube_004.571097.fcs	2017-04-13 15:56:39			4a059f75-c059-46d0-8c92-bdf6df730030	Y	2799
345764		ca20947441eae95b559078ff82637783	SDY89	14417428	result_file	571098	013_V6_051812_Tube_001.571098.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V6_051812_Tube_001.571098.fcs	2017-04-13 15:56:39			6ddca81d-3707-4743-a5b1-546f73522166	Y	2799
345765		7e1eab99af6800ce7459f6057a61eae2	SDY89	34937495	result_file	571099	013_V6_051812_Tube_002.571099.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V6_051812_Tube_002.571099.fcs	2017-04-13 15:56:39			96c84724-ec69-4254-8f17-8a770c2f173c	Y	2799
345766		a1514224f562f9d3cd8f29de9d2ee884	SDY89	26043450	result_file	571100	013_V6_051812_Tube_003.571100.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V6_051812_Tube_003.571100.fcs	2017-04-13 15:56:39			ef896dfd-f64e-490d-986f-d4ba008aff56	Y	2799
345767		353fc8b19a268dd436eab233b3892924	SDY89	18171803	result_file	571101	013_V6_051812_Tube_004.571101.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V6_051812_Tube_004.571101.fcs	2017-04-13 15:56:39			ff675375-3e70-4fb7-8546-bcfeed9d7c83	Y	2799
345768		7b8f6e85d2f7a0606647004020ee0b36	SDY89	17806829	result_file	571102	013_V7_051812_Tube_001.571102.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V7_051812_Tube_001.571102.fcs	2017-04-13 15:56:39			26078ebe-cd30-4813-9254-8e97c44ee5cd	Y	2799
345769		bcf9a7dfdfc104b8d0239175b3d03e7e	SDY89	41541394	result_file	571103	013_V7_051812_Tube_002.571103.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V7_051812_Tube_002.571103.fcs	2017-04-13 15:56:39			c9041aa9-052c-41af-81bb-d1dfae017649	Y	2799
345770		dc6605ef5d96eb064bcdfd35fca299df	SDY89	36236731	result_file	571104	013_V7_051812_Tube_003.571104.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V7_051812_Tube_003.571104.fcs	2017-04-13 15:56:39			c7c6b6b4-7c12-4de1-893f-a95561d6d763	Y	2799
345771		e691f4e6a99482af6c04a3fae839edd7	SDY89	23893886	result_file	571105	013_V7_051812_Tube_004.571105.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V7_051812_Tube_004.571105.fcs	2017-04-13 15:56:39			d56e7d73-c8c4-4e9f-9ba6-db1ddbf2e36c	Y	2799
345772		24589321b2e4d3d0fd073a1b24430ab5	SDY89	27365189	result_file	571106	013_V8_051812_Tube_001.571106.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V8_051812_Tube_001.571106.fcs	2017-04-13 15:56:39			6bea4e7e-f0f5-4ed5-8c83-17ee1b69754a	Y	2799
345773		aea1fb9ebd75cd31cf128aa4969b5401	SDY89	64094734	result_file	571107	013_V8_051812_Tube_002.571107.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V8_051812_Tube_002.571107.fcs	2017-04-13 15:56:39			8a9f0cb8-346c-45a7-92b0-28b710e0da80	Y	2799
345774		5e4bc4ec4055361996a6864b9d7cb2ca	SDY89	57025587	result_file	571108	013_V8_051812_Tube_003.571108.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V8_051812_Tube_003.571108.fcs	2017-04-13 15:56:39			fd045e1e-4457-4dec-8b72-0461d6ae1c8f	Y	2799
345775		0cc6685e434d52632b3022dceed3a7bc	SDY89	25720886	result_file	571109	013_V8_051812_Tube_004.571109.fcs	SDY89/ResultFiles/Flow_cytometry_result/013_V8_051812_Tube_004.571109.fcs	2017-04-13 15:56:39			129ed1c1-511c-4d13-953f-338ea5c7afbe	Y	2799
345776		820108cb3f59fd234dfd13fcde821e34	SDY89	23033175	result_file	571110	031_V1_051712_B cell.571110.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V1_051712_B cell.571110.fcs	2017-04-13 15:56:39			2a89983c-acba-4e68-9ec5-ee4ecdd06569	Y	2799
345777		11641f45d7cfe2e32f88e18e0724249f	SDY89	53916610	result_file	571131	031_V1_051712_DC.571131.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V1_051712_DC.571131.fcs	2017-04-13 15:56:39			9f6a198a-181a-4f1c-9774-2afb71ec09d7	Y	2799
345778		b1d7b7a7e2df68d90b29886e8caabd85	SDY89	52874898	result_file	571130	031_V1_051712_Mono.571130.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V1_051712_Mono.571130.fcs	2017-04-13 15:56:39			035e2d22-1895-47d2-b1b9-358bbbf868a3	Y	2799
345779		6583652875f81e7ac87f338a6ea7f208	SDY89	24983469	result_file	571132	031_V1_051712_TFH.571132.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V1_051712_TFH.571132.fcs	2017-04-13 15:56:39			da7205d0-2303-45b0-a0f9-793a587602ce	Y	2799
345780		11527129f5e208b81ef3f8cb0de89b59	SDY89	38417897	result_file	571133	031_V2_051712_Tube_001.571133.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V2_051712_Tube_001.571133.fcs	2017-04-13 15:56:39			72e23718-babc-478a-bce9-a8d5e6e8e1c0	Y	2799
345781		00630a0802dfcfb7d6cc08f0e6b2f389	SDY89	66906502	result_file	571134	031_V2_051712_Tube_002.571134.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V2_051712_Tube_002.571134.fcs	2017-04-13 15:56:39			47a3117b-e50f-48b8-aa77-626623033aa8	Y	2799
345782		e2dc02d6872a3e2bcf014e4eac7f2b59	SDY89	75112876	result_file	571135	031_V2_051712_Tube_003.571135.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V2_051712_Tube_003.571135.fcs	2017-04-13 15:56:39			1742613e-f7d4-4f2f-ae87-01c00adc633d	Y	2799
345783		7627d1c42ef24838a1cf75ebfc9c685d	SDY89	49828334	result_file	571136	031_V2_051712_Tube_004.571136.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V2_051712_Tube_004.571136.fcs	2017-04-13 15:56:39			6b85526e-fda0-452f-8d92-d57739207bbf	Y	2799
345784		42f64c202c0e85b83bbcd88550069699	SDY89	34669397	result_file	571137	031_V3_051712_Tube_001.571137.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V3_051712_Tube_001.571137.fcs	2017-04-13 15:56:39			413262f8-1c95-4cd5-9fdf-42f1e6502009	Y	2799
345785		5749f21dccc1fdb167f4f6dadb1a1cb3	SDY89	82263382	result_file	571138	031_V3_051712_Tube_002.571138.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V3_051712_Tube_002.571138.fcs	2017-04-13 15:56:39			d389dd21-001d-4659-a17b-a6b83f6a3467	Y	2799
345786		65edda7180923e78fc3d4d6d82a3fb2b	SDY89	82377976	result_file	571139	031_V3_051712_Tube_003.571139.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V3_051712_Tube_003.571139.fcs	2017-04-13 15:56:39			e8e52379-988d-4d84-b51f-1dc46cd4ab57	Y	2799
345787		1a0063222eef59257a51c43aa028e1b2	SDY89	36595334	result_file	571140	031_V3_051712_Tube_004.571140.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V3_051712_Tube_004.571140.fcs	2017-04-13 15:56:39			64cfd6fb-a317-47c9-95ec-ed7084186e22	Y	2799
345788		f58ba58d7a1e543022600322e3a0a7cf	SDY89	38932937	result_file	571141	031_V4_051712_Tube_001.571141.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V4_051712_Tube_001.571141.fcs	2017-04-13 15:56:39			c6fa7d80-2b71-4757-b243-441561d63a9e	Y	2799
345789		523782af8a1eb001b1a9e32b749ffc79	SDY89	72760102	result_file	571142	031_V4_051712_Tube_002.571142.fcs	SDY89/ResultFiles/Flow_cytometry_result/031_V4_051712_Tube_002.571142.fcs	2017-04-13 15:56:39			642726f6-bcae-440b-a818-0f0838d94947	Y	2799
